record_id,transaction_id,transaction_date,transaction_month,fiscal_year,fiscal_quarter,transaction_type,sales_region,country,division,department,sales_manager,product_team,product_category,product_name,customer_segment,customer_id,customer_name,vendor_id,vendor_name,customer_agreement_id,customer_agreement_status,purchase_agreement_id,purchase_agreement_status,approval_level,approval_status,approver_role,approval_pending_days,sales_quantity,sales_revenue,purchase_cost,inventory_opening_value,inventory_closing_value,inventory_movement_value,administration_expense,operation_expense,marketing_expense,employee_count,employee_payroll_amount,customer_service_cases,customer_service_cost,total_expense,gross_profit,gross_profit_margin,net_profit,net_profit_margin,payroll_to_revenue_ratio,transaction_amount,profit_status,risk_level,risk_flag,recommended_action
ERP0000458,TRX0000458,2025-08-15,2025-08,FY2026,Q1,Customer Service Cost,Middle East,Bahrain,Retail Distribution,Customer Service,Bilal Hussain,Customer Experience,FMCG,FMCG 568,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,75,30801.75,30801.75,0,0,-30801.75,0,0,30801.75,Loss,High,Review Required,Review margin and cost allocation
ERP0000459,TRX0000459,2025-08-15,2025-08,FY2026,Q1,Refund / Credit Note,Middle East,Bahrain,Retail Distribution,Finance,Sara Rahman,Customer Experience,Apparel,Apparel 166,Enterprise,CUST00186,Customer 00186,,,CA-84706,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-14599.52,0,0,0,0,0,0,0,0,0,0,0,0,-14599.52,0,-14599.52,0,0,14599.52,Loss,High,Review Required,Review margin and cost allocation
ERP0000460,TRX0000460,2025-08-15,2025-08,FY2026,Q1,Approval Workflow,Middle East,UAE,Office Equipment,Finance,Sara Rahman,Digital Commerce,Furniture,Furniture 525,Retail,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86635.09,Low Margin,Low,Normal,Monitor
ERP0000461,TRX0000461,2025-08-16,2025-08,FY2026,Q1,Sales Invoice,Middle East,Kuwait,Healthcare Products,Sales,Aisha Khan,Digital Commerce,Wellness,Wellness 325,Government,CUST00454,Customer 00454,,,CA-14273,Under Review,,,Level 4 - CFO,Escalated,CFO,28,51,212989.38,0,0,0,0,0,0,0,0,0,0,0,0,212989.38,1,212989.38,1,0,212989.38,Profitable,High,Review Required,Escalate to senior approver
ERP0000462,TRX0000462,2025-08-16,2025-08,FY2026,Q1,Purchase Order,Middle East,Kuwait,Retail Distribution,Purchase,Priya Nair,Digital Commerce,General Merchandise,General Merchandise 192,Enterprise,,,VEND00278,Vendor 00278,,,PA-47949,Under Review,Level 3 - Head of Department,Escalated,Head of Department,4,0,0,103813.7,0,0,0,0,0,0,0,0,0,0,0,-103813.7,0,-103813.7,0,0,103813.7,Loss,High,Review Required,Escalate to senior approver
ERP0000463,TRX0000463,2025-08-16,2025-08,FY2026,Q1,Inventory Receipt,Middle East,Qatar,Office Equipment,Inventory,Omar Ali,Enterprise Solutions,Printers,Printers 994,SME,,,VEND00253,Vendor 00253,,,PA-22122,Active,Level 3 - Head of Department,Approved,Head of Department,0,0,0,47155.46,66362.85,138909.71,72546.86,0,0,0,0,0,0,0,0,-47155.46,0,-47155.46,0,0,72546.86,Loss,High,Review Required,Review margin and cost allocation
ERP0000464,TRX0000464,2025-08-16,2025-08,FY2026,Q1,Payroll Allocation,Middle East,UAE,Industrial Supplies,Payroll,Noura Ahmed,Enterprise Solutions,Tools,Tools 811,Retail,,,,,,,,,Level 5 - CEO,Escalated,CEO,10,0,0,0,0,0,0,0,0,0,52,680471.48,0,0,680471.48,0,0,-680471.48,0,0,680471.48,Loss,High,Review Required,Escalate to senior approver
ERP0000465,TRX0000465,2025-08-16,2025-08,FY2026,Q1,Administration Expense,Middle East,UAE,Retail Distribution,Administration,Noura Ahmed,Digital Commerce,General Merchandise,General Merchandise 422,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,31131.44,0,0,0,0,0,0,31131.44,0,0,-31131.44,0,0,31131.44,Loss,High,Review Required,Review margin and cost allocation
ERP0000466,TRX0000466,2025-08-16,2025-08,FY2026,Q1,Operations Expense,Middle East,Saudi Arabia,Retail Distribution,Operations,Aisha Khan,Core Products,General Merchandise,General Merchandise 675,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,38914.74,0,0,0,0,0,38914.74,0,0,-38914.74,0,0,38914.74,Loss,High,Review Required,Review margin and cost allocation
ERP0000467,TRX0000467,2025-08-16,2025-08,FY2026,Q1,Marketing Expense,Middle East,Bahrain,Healthcare Products,Marketing,Sara Rahman,Digital Commerce,Medical Supplies,Medical Supplies 545,Enterprise,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,2,0,0,0,0,0,0,0,0,74298.34,0,0,0,0,74298.34,0,0,-74298.34,0,0,74298.34,Loss,High,Review Required,Follow up approval
ERP0000468,TRX0000468,2025-08-16,2025-08,FY2026,Q1,Customer Service Cost,Middle East,Kuwait,Consumer Electronics,Customer Service,Bilal Hussain,Regional Growth,Smart Devices,Smart Devices 983,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,22,10294.46,10294.46,0,0,-10294.46,0,0,10294.46,Loss,High,Review Required,Review margin and cost allocation
ERP0000469,TRX0000469,2025-08-16,2025-08,FY2026,Q1,Refund / Credit Note,Middle East,Oman,Healthcare Products,Finance,Noura Ahmed,Customer Experience,Wellness,Wellness 569,SME,CUST00175,Customer 00175,,,CA-44983,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-26885.21,0,0,0,0,0,0,0,0,0,0,0,0,-26885.21,0,-26885.21,0,0,26885.21,Loss,High,Review Required,Review margin and cost allocation
ERP0000470,TRX0000470,2025-08-16,2025-08,FY2026,Q1,Approval Workflow,Middle East,Saudi Arabia,Office Equipment,Finance,Grace Thomas,Core Products,Furniture,Furniture 158,Government,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66595.36,Low Margin,Low,Normal,Monitor
ERP0000471,TRX0000471,2025-08-17,2025-08,FY2026,Q1,Sales Invoice,Middle East,Saudi Arabia,Healthcare Products,Sales,Grace Thomas,Core Products,Wellness,Wellness 598,Channel Partner,CUST00133,Customer 00133,,,CA-66896,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,90,29272.77,0,0,0,0,0,0,0,0,0,0,0,0,29272.77,1,29272.77,1,0,29272.77,Profitable,Low,Normal,Monitor
ERP0000472,TRX0000472,2025-08-17,2025-08,FY2026,Q1,Purchase Order,Middle East,Saudi Arabia,Office Equipment,Purchase,Grace Thomas,Regional Growth,Furniture,Furniture 288,Retail,,,VEND00009,Vendor 00009,,,PA-25591,Under Review,Level 3 - Head of Department,Approved,Head of Department,0,0,0,109985.76,0,0,0,0,0,0,0,0,0,0,0,-109985.76,0,-109985.76,0,0,109985.76,Loss,High,Review Required,Review margin and cost allocation
ERP0000473,TRX0000473,2025-08-17,2025-08,FY2026,Q1,Inventory Receipt,Middle East,UAE,Retail Distribution,Inventory,Bilal Hussain,Customer Experience,Apparel,Apparel 639,Retail,,,VEND00231,Vendor 00231,,,PA-56383,Active,Level 3 - Head of Department,Approved,Head of Department,0,0,0,50885.97,186186.71,264472.81,78286.1,0,0,0,0,0,0,0,0,-50885.96,0,-50885.96,0,0,78286.1,Loss,High,Review Required,Review margin and cost allocation
ERP0000474,TRX0000474,2025-08-17,2025-08,FY2026,Q1,Payroll Allocation,Middle East,UAE,Healthcare Products,Payroll,Noura Ahmed,Digital Commerce,Medical Supplies,Medical Supplies 857,Enterprise,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,2,0,0,0,0,0,0,0,0,0,12,65607.12,0,0,65607.12,0,0,-65607.12,0,0,65607.12,Loss,High,Review Required,Follow up approval
ERP0000475,TRX0000475,2025-08-17,2025-08,FY2026,Q1,Administration Expense,Middle East,Qatar,Consumer Electronics,Administration,Aisha Khan,Enterprise Solutions,Accessories,Accessories 107,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,15163.77,0,0,0,0,0,0,15163.77,0,0,-15163.77,0,0,15163.77,Loss,High,Review Required,Review margin and cost allocation
ERP0000476,TRX0000476,2025-08-17,2025-08,FY2026,Q1,Operations Expense,Middle East,Oman,Retail Distribution,Operations,Priya Nair,Customer Experience,Apparel,Apparel 888,Government,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,17,0,0,0,0,0,0,0,56243.89,0,0,0,0,0,56243.89,0,0,-56243.89,0,0,56243.89,Loss,High,Review Required,Follow up approval
ERP0000477,TRX0000477,2025-08-17,2025-08,FY2026,Q1,Marketing Expense,Middle East,Saudi Arabia,Industrial Supplies,Marketing,Priya Nair,Digital Commerce,Machinery Parts,Machinery Parts 295,Retail,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,11,0,0,0,0,0,0,0,0,69199.8,0,0,0,0,69199.8,0,0,-69199.8,0,0,69199.8,Loss,High,Review Required,Follow up approval
ERP0000478,TRX0000478,2025-08-17,2025-08,FY2026,Q1,Customer Service Cost,Middle East,UAE,Retail Distribution,Customer Service,Priya Nair,Digital Commerce,General Merchandise,General Merchandise 702,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,68,27758.28,27758.28,0,0,-27758.28,0,0,27758.28,Loss,High,Review Required,Review margin and cost allocation
ERP0000479,TRX0000479,2025-08-17,2025-08,FY2026,Q1,Refund / Credit Note,Middle East,Qatar,Industrial Supplies,Finance,Omar Ali,Customer Experience,Machinery Parts,Machinery Parts 502,SME,CUST00001,Customer 00001,,,CA-80470,Under Review,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-24930.59,0,0,0,0,0,0,0,0,0,0,0,0,-24930.59,0,-24930.59,0,0,24930.59,Loss,High,Review Required,Review margin and cost allocation
ERP0000480,TRX0000480,2025-08-17,2025-08,FY2026,Q1,Approval Workflow,Middle East,Oman,Software Services,Finance,Noura Ahmed,Customer Experience,Support Plan,Support Plan 316,Channel Partner,,,,,,,,,Level 5 - CEO,Rejected,CEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527306.27,Low Margin,High,Review Required,Review agreement or risk condition
ERP0000481,TRX0000481,2025-08-18,2025-08,FY2026,Q1,Sales Invoice,Middle East,UAE,Consumer Electronics,Sales,Aisha Khan,Enterprise Solutions,Smart Devices,Smart Devices 656,SME,CUST00422,Customer 00422,,,CA-54718,Under Review,,,Level 3 - Head of Department,Escalated,Head of Department,1,8,66754.86,0,0,0,0,0,0,0,0,0,0,0,0,66754.86,1,66754.86,1,0,66754.86,Profitable,High,Review Required,Escalate to senior approver
ERP0000482,TRX0000482,2025-08-18,2025-08,FY2026,Q1,Purchase Order,Middle East,UAE,Consumer Electronics,Purchase,Sara Rahman,Core Products,Smart Devices,Smart Devices 805,Government,,,VEND00116,Vendor 00116,,,PA-14483,Active,Level 3 - Head of Department,Rejected,Head of Department,0,0,0,61178.96,0,0,0,0,0,0,0,0,0,0,0,-61178.96,0,-61178.96,0,0,61178.96,Loss,High,Review Required,Review margin and cost allocation
ERP0000483,TRX0000483,2025-08-18,2025-08,FY2026,Q1,Inventory Receipt,Middle East,Kuwait,Industrial Supplies,Inventory,Mohamed Rafi,Core Products,Machinery Parts,Machinery Parts 471,Channel Partner,,,VEND00259,Vendor 00259,,,PA-45437,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,14877.17,92515.67,115403.63,22887.96,0,0,0,0,0,0,0,0,-14877.17,0,-14877.17,0,0,22887.96,Loss,High,Review Required,Review margin and cost allocation
ERP0000484,TRX0000484,2025-08-18,2025-08,FY2026,Q1,Payroll Allocation,Middle East,Saudi Arabia,Software Services,Payroll,Bilal Hussain,Regional Growth,Support Plan,Support Plan 861,Government,,,,,,,,,Level 4 - CFO,Pending,CFO,28,0,0,0,0,0,0,0,0,0,19,249075.94,0,0,249075.94,0,0,-249075.94,0,0,249075.94,Loss,High,Review Required,Follow up approval
ERP0000485,TRX0000485,2025-08-18,2025-08,FY2026,Q1,Administration Expense,Middle East,Bahrain,Healthcare Products,Administration,Bilal Hussain,Regional Growth,Medical Supplies,Medical Supplies 340,Retail,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,9226.57,0,0,0,0,0,0,9226.57,0,0,-9226.57,0,0,9226.57,Loss,High,Review Required,Review margin and cost allocation
ERP0000486,TRX0000486,2025-08-18,2025-08,FY2026,Q1,Operations Expense,Middle East,UAE,Office Equipment,Operations,Noura Ahmed,Enterprise Solutions,Furniture,Furniture 947,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,29154.77,0,0,0,0,0,29154.77,0,0,-29154.77,0,0,29154.77,Loss,High,Review Required,Review margin and cost allocation
ERP0000487,TRX0000487,2025-08-18,2025-08,FY2026,Q1,Marketing Expense,Middle East,Kuwait,Industrial Supplies,Marketing,Mohamed Rafi,Regional Growth,Machinery Parts,Machinery Parts 638,SME,,,,,,,,,Level 3 - Head of Department,Rejected,Head of Department,0,0,0,0,0,0,0,0,0,53065.02,0,0,0,0,53065.02,0,0,-53065.02,0,0,53065.02,Loss,High,Review Required,Review margin and cost allocation
ERP0000488,TRX0000488,2025-08-18,2025-08,FY2026,Q1,Customer Service Cost,Middle East,Bahrain,Software Services,Customer Service,Grace Thomas,Digital Commerce,SaaS License,SaaS License 386,Channel Partner,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,0,0,0,0,0,28,3613.12,3613.12,0,0,-3613.12,0,0,3613.12,Loss,High,Review Required,Review margin and cost allocation
ERP0000489,TRX0000489,2025-08-18,2025-08,FY2026,Q1,Refund / Credit Note,Middle East,Saudi Arabia,Industrial Supplies,Finance,Aisha Khan,Regional Growth,Machinery Parts,Machinery Parts 173,Retail,CUST00198,Customer 00198,,,CA-43794,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-24189.06,0,0,0,0,0,0,0,0,0,0,0,0,-24189.06,0,-24189.06,0,0,24189.06,Loss,High,Review Required,Review margin and cost allocation
ERP0000490,TRX0000490,2025-08-18,2025-08,FY2026,Q1,Approval Workflow,Middle East,UAE,Consumer Electronics,Finance,Omar Ali,Digital Commerce,Smart Devices,Smart Devices 339,SME,,,,,,,,,Level 3 - Head of Department,Rejected,Head of Department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57618.19,Low Margin,Low,Normal,Monitor
ERP0000491,TRX0000491,2025-08-19,2025-08,FY2026,Q1,Sales Invoice,Middle East,Qatar,Consumer Electronics,Sales,Priya Nair,Customer Experience,Accessories,Accessories 710,Government,CUST00578,Customer 00578,,,CA-43439,Expiring Soon,,,Level 3 - Head of Department,Pending,Head of Department,14,6,98850.32,0,0,0,0,0,0,0,0,0,0,0,0,98850.32,1,98850.32,1,0,98850.32,Profitable,Medium,Review Required,Follow up approval
ERP0000492,TRX0000492,2025-08-19,2025-08,FY2026,Q1,Purchase Order,Middle East,UAE,Office Equipment,Purchase,Noura Ahmed,Core Products,Printers,Printers 306,SME,,,VEND00252,Vendor 00252,,,PA-48621,Active,Level 3 - Head of Department,Approved,Head of Department,0,0,0,133453.6,0,0,0,0,0,0,0,0,0,0,0,-133453.6,0,-133453.6,0,0,133453.6,Loss,High,Review Required,Review margin and cost allocation
ERP0000493,TRX0000493,2025-08-19,2025-08,FY2026,Q1,Inventory Receipt,Middle East,UAE,Consumer Electronics,Inventory,Omar Ali,Customer Experience,Accessories,Accessories 925,SME,,,VEND00064,Vendor 00064,,,PA-62409,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,14966.39,88997.25,112022.47,23025.22,0,0,0,0,0,0,0,0,-14966.39,0,-14966.39,0,0,23025.22,Loss,High,Review Required,Review margin and cost allocation
ERP0000494,TRX0000494,2025-08-19,2025-08,FY2026,Q1,Payroll Allocation,Middle East,UAE,Consumer Electronics,Payroll,Omar Ali,Enterprise Solutions,Accessories,Accessories 531,SME,,,,,,,,,Level 4 - CFO,Pending,CFO,12,0,0,0,0,0,0,0,0,0,23,170466.11,0,0,170466.11,0,0,-170466.11,0,0,170466.11,Loss,High,Review Required,Follow up approval
ERP0000495,TRX0000495,2025-08-19,2025-08,FY2026,Q1,Administration Expense,Middle East,Bahrain,Healthcare Products,Administration,Grace Thomas,Customer Experience,Medical Supplies,Medical Supplies 263,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,21359.86,0,0,0,0,0,0,21359.86,0,0,-21359.86,0,0,21359.86,Loss,High,Review Required,Review margin and cost allocation
ERP0000496,TRX0000496,2025-08-19,2025-08,FY2026,Q1,Operations Expense,Middle East,UAE,Healthcare Products,Operations,Priya Nair,Customer Experience,Medical Supplies,Medical Supplies 970,Retail,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,64794.64,0,0,0,0,0,64794.64,0,0,-64794.64,0,0,64794.64,Loss,High,Review Required,Review margin and cost allocation
ERP0000497,TRX0000497,2025-08-19,2025-08,FY2026,Q1,Marketing Expense,Middle East,Saudi Arabia,Industrial Supplies,Marketing,Sara Rahman,Customer Experience,Machinery Parts,Machinery Parts 788,SME,,,,,,,,,Level 3 - Head of Department,Escalated,Head of Department,17,0,0,0,0,0,0,0,0,52232.17,0,0,0,0,52232.17,0,0,-52232.17,0,0,52232.17,Loss,High,Review Required,Escalate to senior approver
ERP0000498,TRX0000498,2025-08-19,2025-08,FY2026,Q1,Customer Service Cost,Middle East,Saudi Arabia,Office Equipment,Customer Service,Mohamed Rafi,Regional Growth,Workstations,Workstations 159,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,47,26496.72,26496.72,0,0,-26496.72,0,0,26496.72,Loss,High,Review Required,Review margin and cost allocation
ERP0000499,TRX0000499,2025-08-19,2025-08,FY2026,Q1,Refund / Credit Note,Middle East,UAE,Industrial Supplies,Finance,Bilal Hussain,Customer Experience,Tools,Tools 695,Government,CUST00200,Customer 00200,,,CA-61488,Expiring Soon,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-20201.19,0,0,0,0,0,0,0,0,0,0,0,0,-20201.19,0,-20201.19,0,0,20201.19,Loss,High,Review Required,Review margin and cost allocation
ERP0000500,TRX0000500,2025-08-19,2025-08,FY2026,Q1,Approval Workflow,Middle East,Bahrain,Software Services,Finance,Bilal Hussain,Digital Commerce,Implementation,Implementation 573,Retail,,,,,,,,,Level 4 - CFO,Pending,CFO,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380760.4,Low Margin,High,Review Required,Follow up approval
ERP0000501,TRX0000501,2025-08-20,2025-08,FY2026,Q1,Sales Invoice,Middle East,Oman,Retail Distribution,Sales,Mohamed Rafi,Enterprise Solutions,General Merchandise,General Merchandise 784,SME,CUST00235,Customer 00235,,,CA-86587,Active,,,Level 3 - Head of Department,Approved,Head of Department,0,122,100918.56,0,0,0,0,0,0,0,0,0,0,0,0,100918.56,1,100918.56,1,0,100918.56,Profitable,Medium,Normal,Monitor
ERP0000502,TRX0000502,2025-08-20,2025-08,FY2026,Q1,Purchase Order,Middle East,Bahrain,Software Services,Purchase,Mohamed Rafi,Enterprise Solutions,Support Plan,Support Plan 407,Channel Partner,,,VEND00006,Vendor 00006,,,PA-40430,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,44445.93,0,0,0,0,0,0,0,0,0,0,0,-44445.93,0,-44445.93,0,0,44445.93,Loss,High,Review Required,Review margin and cost allocation
ERP0000503,TRX0000503,2025-08-20,2025-08,FY2026,Q1,Inventory Receipt,Middle East,Kuwait,Software Services,Inventory,Grace Thomas,Customer Experience,Support Plan,Support Plan 568,Retail,,,VEND00251,Vendor 00251,,,PA-97800,Active,Level 3 - Head of Department,Approved,Head of Department,0,0,0,38876.99,374599.19,434409.94,59810.75,0,0,0,0,0,0,0,0,-38876.99,0,-38876.99,0,0,59810.75,Loss,High,Review Required,Review margin and cost allocation
ERP0000504,TRX0000504,2025-08-20,2025-08,FY2026,Q1,Payroll Allocation,Middle East,Kuwait,Healthcare Products,Payroll,Grace Thomas,Customer Experience,Diagnostics,Diagnostics 375,Retail,,,,,,,,,Level 5 - CEO,Rejected,CEO,0,0,0,0,0,0,0,0,0,0,52,651813.24,0,0,651813.24,0,0,-651813.24,0,0,651813.24,Loss,High,Review Required,Review margin and cost allocation
ERP0000505,TRX0000505,2025-08-20,2025-08,FY2026,Q1,Administration Expense,Middle East,UAE,Retail Distribution,Administration,Priya Nair,Digital Commerce,Apparel,Apparel 751,Government,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,8462.82,0,0,0,0,0,0,8462.82,0,0,-8462.82,0,0,8462.82,Loss,High,Review Required,Review margin and cost allocation
ERP0000506,TRX0000506,2025-08-20,2025-08,FY2026,Q1,Operations Expense,Middle East,Oman,Healthcare Products,Operations,Mohamed Rafi,Core Products,Wellness,Wellness 783,Government,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,15,0,0,0,0,0,0,0,55201.9,0,0,0,0,0,55201.9,0,0,-55201.9,0,0,55201.9,Loss,High,Review Required,Follow up approval
ERP0000507,TRX0000507,2025-08-20,2025-08,FY2026,Q1,Marketing Expense,Middle East,Kuwait,Retail Distribution,Marketing,Sara Rahman,Core Products,Apparel,Apparel 532,Channel Partner,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,0,60755,0,0,0,0,60755,0,0,-60755,0,0,60755,Loss,High,Review Required,Review margin and cost allocation
ERP0000508,TRX0000508,2025-08-20,2025-08,FY2026,Q1,Customer Service Cost,Middle East,UAE,Consumer Electronics,Customer Service,Omar Ali,Enterprise Solutions,Smart Devices,Smart Devices 371,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,61,23890.04,23890.04,0,0,-23890.04,0,0,23890.04,Loss,High,Review Required,Review margin and cost allocation
ERP0000509,TRX0000509,2025-08-20,2025-08,FY2026,Q1,Refund / Credit Note,Middle East,Oman,Consumer Electronics,Finance,Mohamed Rafi,Customer Experience,Accessories,Accessories 232,Retail,CUST00269,Customer 00269,,,CA-40061,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-28679.06,0,0,0,0,0,0,0,0,0,0,0,0,-28679.06,0,-28679.06,0,0,28679.06,Loss,High,Review Required,Review margin and cost allocation
ERP0000510,TRX0000510,2025-08-20,2025-08,FY2026,Q1,Approval Workflow,Middle East,Saudi Arabia,Software Services,Finance,Priya Nair,Regional Growth,Support Plan,Support Plan 595,Channel Partner,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499447.57,Low Margin,High,Review Required,Review agreement or risk condition
ERP0000511,TRX0000511,2025-08-21,2025-08,FY2026,Q1,Sales Invoice,Middle East,UAE,Software Services,Sales,Noura Ahmed,Customer Experience,Implementation,Implementation 682,Retail,CUST00128,Customer 00128,,,CA-47445,Active,,,Level 4 - CFO,Approved,CFO,0,103,155113.53,0,0,0,0,0,0,0,0,0,0,0,0,155113.53,1,155113.53,1,0,155113.53,Profitable,Medium,Normal,Monitor
ERP0000512,TRX0000512,2025-08-21,2025-08,FY2026,Q1,Purchase Order,Middle East,Bahrain,Retail Distribution,Purchase,Priya Nair,Enterprise Solutions,General Merchandise,General Merchandise 487,Retail,,,VEND00045,Vendor 00045,,,PA-73857,Under Review,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,36752.69,0,0,0,0,0,0,0,0,0,0,0,-36752.69,0,-36752.69,0,0,36752.69,Loss,High,Review Required,Review margin and cost allocation
ERP0000513,TRX0000513,2025-08-21,2025-08,FY2026,Q1,Inventory Receipt,Middle East,Saudi Arabia,Industrial Supplies,Inventory,Grace Thomas,Core Products,Safety Equipment,Safety Equipment 241,Enterprise,,,VEND00007,Vendor 00007,,,PA-42469,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,17140.32,210259.11,236628.83,26369.72,0,0,0,0,0,0,0,0,-17140.32,0,-17140.32,0,0,26369.72,Loss,High,Review Required,Review margin and cost allocation
ERP0000514,TRX0000514,2025-08-21,2025-08,FY2026,Q1,Payroll Allocation,Middle East,Kuwait,Software Services,Payroll,Mohamed Rafi,Core Products,Implementation,Implementation 393,Enterprise,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,35,181157.9,0,0,181157.9,0,0,-181157.9,0,0,181157.9,Loss,High,Review Required,Review margin and cost allocation
ERP0000515,TRX0000515,2025-08-21,2025-08,FY2026,Q1,Administration Expense,Middle East,Kuwait,Consumer Electronics,Administration,Priya Nair,Digital Commerce,Smart Devices,Smart Devices 508,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,16276.34,0,0,0,0,0,0,16276.34,0,0,-16276.34,0,0,16276.34,Loss,High,Review Required,Review margin and cost allocation
ERP0000516,TRX0000516,2025-08-21,2025-08,FY2026,Q1,Operations Expense,Middle East,Bahrain,Retail Distribution,Operations,Omar Ali,Enterprise Solutions,FMCG,FMCG 665,SME,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,0,6863.59,0,0,0,0,0,6863.59,0,0,-6863.59,0,0,6863.59,Loss,High,Review Required,Review margin and cost allocation
ERP0000517,TRX0000517,2025-08-21,2025-08,FY2026,Q1,Marketing Expense,Middle East,UAE,Healthcare Products,Marketing,Bilal Hussain,Core Products,Diagnostics,Diagnostics 507,Enterprise,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,0,66772.03,0,0,0,0,66772.03,0,0,-66772.03,0,0,66772.03,Loss,High,Review Required,Review margin and cost allocation
ERP0000518,TRX0000518,2025-08-21,2025-08,FY2026,Q1,Customer Service Cost,Middle East,UAE,Office Equipment,Customer Service,Mohamed Rafi,Enterprise Solutions,Workstations,Workstations 519,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,36,10083.96,10083.96,0,0,-10083.96,0,0,10083.96,Loss,High,Review Required,Review margin and cost allocation
ERP0000519,TRX0000519,2025-08-21,2025-08,FY2026,Q1,Refund / Credit Note,Middle East,Qatar,Office Equipment,Finance,Omar Ali,Regional Growth,Furniture,Furniture 847,Enterprise,CUST00084,Customer 00084,,,CA-98335,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-10163.09,0,0,0,0,0,0,0,0,0,0,0,0,-10163.09,0,-10163.09,0,0,10163.09,Loss,High,Review Required,Review margin and cost allocation
ERP0000520,TRX0000520,2025-08-21,2025-08,FY2026,Q1,Approval Workflow,Middle East,Qatar,Industrial Supplies,Finance,Bilal Hussain,Enterprise Solutions,Safety Equipment,Safety Equipment 394,Enterprise,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252493.52,Low Margin,Medium,Normal,Monitor
